filename,band_id,x_center,width,band_rate,symmetry,log_norm,std_l,energy,label
046.bmp,1,36,11,0.536585365853659,0.00158503907732666,0.027965484187007,2.14866375923157,51.1490749550172,0
046.bmp,2,56,11,0.564102564102564,0.121466606855392,0.154668524861336,4.09790563583374,47.6974564864247,0
046.bmp,3,75,12,0.631578947368421,0.000143332174047828,0.0250623486936092,0.817169368267059,43.7877241046754,0
047.bmp,0,14,13,0.52,0.0753672644495964,0.0598489381372929,9.29022598266602,14.2874302488636,0
047.bmp,1,39,11,0.5,0.00166788173373789,0.0105169899761677,1.322669506073,62.617141426538,0
047.bmp,2,58,12,0.631578947368421,0.0075136641971767,0.0251224115490913,2.16802668571472,46.6718541436522,0
047.bmp,3,77,10,0.526315789473684,0.0108187142759562,0.0109406365081668,2.02678108215332,41.7675672516647,0
048.bmp,0,38,10,0.555555555555556,0.0788519307971001,0.0665104314684868,6.67378997802734,80.0540226875379,0
048.bmp,1,56,10,0.555555555555556,0.084867537021637,0.06906558573246,6.9390139579773,73.7192012515116,0
048.bmp,2,74,10,0.555555555555556,0.000439681782154366,0.0203978382050991,1.72499942779541,43.7899748750159,0
049.bmp,0,38,10,0.588235294117647,0.115551613271236,0.0775841921567917,6.91527366638184,68.143138527008,0
049.bmp,1,55,10,0.555555555555556,0.0358398407697678,0.0452220402657986,3.38836169242859,75.4097057953379,0
049.bmp,2,74,10,0.526315789473684,0.0145277548581362,0.034110676497221,2.25562453269959,42.8956299021634,0
050.bmp,0,14,9,0.36,0.0127295851707459,0.0369532741606236,5.45186328887939,12.6894260826674,0
050.bmp,1,39,11,0.511627906976744,0.00248710764572024,0.0252852216362953,2.2145254611969,66.328749859965,0
050.bmp,2,57,11,0.578947368421053,0.0058119110763073,0.0271548554301262,2.90436100959778,71.5092792386991,0
050.bmp,3,77,10,0.5,0.0762703642249107,0.0833850130438805,6.31379699707031,35.6706925483827,0
051.bmp,0,16,14,0.583333333333333,0.00509102130308747,0.021870780736208,3.18921279907227,13.3398175008098,0
051.bmp,1,40,12,0.558139534883721,0.000437082606367767,0.0232144482433796,3.85268068313599,62.7531016114838,0
051.bmp,2,59,11,0.578947368421053,0.0459633991122246,0.0529962629079819,4.50643873214722,48.2684603269922,0
051.bmp,3,78,10,0.526315789473684,0.0215353649109602,0.0366533324122429,4.17249298095703,39.7080527309056,0
052.bmp,0,12,11,0.5,0.198916763067245,0.137720853090286,7.1580753326416,34.3825135445215,0
052.bmp,1,34,11,0.523809523809524,0.613481819629669,0.515578508377075,11.9609346389771,50.8502807330736,0
052.bmp,2,54,10,0.5,0.103582240641117,0.0884333178400993,5.61737680435181,42.7646677573866,0
053.bmp,0,13,8,0.380952380952381,0.0122666023671627,0.0882424861192703,6.43826866149902,36.9418145611575,0
053.bmp,1,34,8,0.4,0.156704530119896,0.264212995767593,10.2398242950439,63.9362659688763,0
053.bmp,2,53,9,0.418604651162791,0.0523754060268402,0.0380626060068607,4.05500364303589,51.3984262428814,0
053.bmp,3,77,9,0.375,0.0230799317359924,0.0724501088261604,9.78032112121582,11.8031339868817,0
054.bmp,0,13,12,0.521739130434783,0.0106650590896606,0.0171791072934866,1.88987863063812,7.44955386235963,0
054.bmp,1,36,11,0.488888888888889,0.0251541510224342,0.037476260215044,3.01411104202271,39.0774715989896,0
054.bmp,2,58,11,0.536585365853659,0.0713181272149086,0.0634115636348724,6.49353981018066,104.583545094082,0
054.bmp,3,77,11,0.578947368421053,0.0415546894073486,0.0458415821194649,5.22539615631104,55.9376841412674,0
055.bmp,0,10,11,0.392857142857143,0.00211686966940761,0.0304056890308857,4.24795532226563,15.1146403612773,0
055.bmp,1,38,11,0.423076923076923,0.0051247556693852,0.0131403990089893,2.31089329719543,86.2121479795088,0
055.bmp,2,62,12,0.533333333333333,0.00133404030930251,0.0107302758842707,1.34486675262451,31.9528344525727,0
055.bmp,3,83,11,0.523809523809524,0.000800983689259738,0.0122756035998464,1.48751866817474,47.4193445797626,0
056.bmp,0,16,9,0.428571428571429,0.0213840380311012,0.067160502076149,11.0209197998047,32.0937538827357,0
056.bmp,1,37,11,0.55,0.0222840402275324,0.0261971652507782,4.32655334472656,74.7970317878394,0
056.bmp,2,56,10,0.512820512820513,0.214981645345688,0.23643071949482,11.0873699188232,76.9908312548176,0
056.bmp,3,76,11,0.55,0.0190640836954117,0.0747130364179611,8.42856407165527,59.9652458310786,0
057.bmp,0,12,9,0.36,0.00439378153532743,0.0720147415995598,8.00508403778076,40.0708059643907,0
057.bmp,1,37,10,0.444444444444444,0.0850642323493958,0.0805290192365646,5.91946506500244,50.4743559619769,0
057.bmp,2,57,9,0.473684210526316,0.0411565601825714,0.0394535101950169,5.04158687591553,38.9316834468989,0
057.bmp,3,75,11,0.611111111111111,0.00381601718254387,0.0197743065655231,2.62389206886292,92.6873220891137,0
058.bmp,0,17,11,0.578947368421053,0.0102992048487067,0.0257677976042032,1.60198438167572,33.5696592461002,0
058.bmp,1,36,10,0.555555555555556,0.00591371254995465,0.0249889623373747,1.08784365653992,57.3905552527108,0
058.bmp,2,53,9,0.409090909090909,0.0205576717853546,0.0428617559373379,1.51604640483856,48.5071344081148,0
058.bmp,3,80,11,0.407407407407407,0.00533149857074022,0.0459220372140408,2.09572315216064,27.5846687128453,0
059.bmp,0,12,12,0.521739130434783,0.00233191624283791,0.0180900506675243,2.86850380897522,5.80038997466596,0
059.bmp,1,35,10,0.444444444444444,0.0104933930560946,0.0215186551213264,1.97998225688934,43.9397298083156,0
059.bmp,2,57,10,0.476190476190476,0.0341005213558674,0.0299756769090891,3.08677268028259,96.9321211020156,0
059.bmp,3,77,10,0.5,0.0252942591905594,0.0357163473963738,3.99309206008911,49.367567334087,0
060.bmp,0,13,9,0.375,0.00705558340996504,0.0625401958823204,4.14607238769531,34.431535855567,0
060.bmp,1,37,9,0.409090909090909,0.0138384578749537,0.0928485840559006,3.27536010742188,35.341471246288,0
060.bmp,2,57,9,0.473684210526316,0.0431602895259857,0.0454371497035027,4.23255729675293,26.3852070795527,0
060.bmp,3,75,10,0.555555555555556,0.0128251211717725,0.0308674015104771,2.65812110900879,83.5770664772386,0
061.bmp,0,13,9,0.391304347826087,0.0258787553757429,0.0746015310287476,8.66841983795166,32.9226035737442,0
061.bmp,1,36,9,0.409090909090909,0.0102212661877275,0.0788168534636498,3.0385320186615,48.5476107404112,0
061.bmp,2,57,9,0.461538461538462,0.0187822412699461,0.038486436009407,3.49441957473755,33.9615331588565,0
061.bmp,3,75,11,0.611111111111111,0.00472945952787995,0.0146518312394619,1.5479291677475,78.7843502300342,0
062.bmp,0,18,13,0.764705882352941,0.0277705620974302,0.0851940363645554,6.80972385406494,17.5281448183315,0
062.bmp,1,35,11,0.628571428571429,0.0042188223451376,0.039023719727993,3.54126310348511,78.5262332749339,0
062.bmp,2,53,11,0.55,0.0150896729901433,0.0216704998165369,3.56789493560791,75.7108581082428,0
062.bmp,3,75,12,0.545454545454545,0.0137560414150357,0.038983590900898,4.27053642272949,76.3394455828367,0
063.bmp,0,16,12,0.5,0.0042453445494175,0.0270133297890425,2.54311442375183,18.5406948034551,0
063.bmp,1,40,10,0.476190476190476,0.0243130642920733,0.0266148094087839,2.79535150527954,64.3578137331913,0
063.bmp,2,58,11,0.578947368421053,0.00143988232593983,0.0280770566314459,1.80427920818329,45.9458169022282,0
063.bmp,3,78,10,0.5,0.00262692361138761,0.0226094368845224,2.11627388000488,39.3408677715061,0
064.bmp,0,11,12,0.461538461538462,0.00151351070962846,0.0135493911802769,1.19098079204559,14.6976680190245,0
064.bmp,1,37,11,0.5,0.00513089075684547,0.0133798429742455,1.24672555923462,46.3160923689504,0
064.bmp,2,55,11,0.594594594594595,0.00406806962564588,0.0195055175572634,1.1994686126709,43.1490493645631,0
064.bmp,3,74,11,0.578947368421053,0.00584459165111184,0.0142646655440331,1.16470885276794,43.324555574422,0
065.bmp,0,13,9,0.375,0.0176978763192892,0.0534780323505402,7.10570907592773,29.2775256457972,0
